color_description,created_at,current_price,discount_amount,discount_percent,group_key,image_url,messaging,original_price,price,price_display,product_code,product_type,product_url,promo_display,promo_message,source_url,subtitle,target,title,badge
Pink Foam,"Mon, 24 Nov 2025 15:12:25 GMT",48.97,11.03,18,D8HvDiRK,https://static.nike.com/a/images/t_default/43ef7013-4d7b-4e8d-82f3-b6084ea3cf2b/NIKE+HOODLESS+WINDBREAKER.png,Extra 25% w/ BFRIDAY,60,$48.97,"$48.97 (was $60, 18% off)",36N115-A9Y,discount,https://www.nike.com/t/little-kids-hoodless-windbreaker-D8HvDiRK/36N115-A9Y,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Little Kids' Hoodless Windbreaker,Nike Sale US,Nike,
Black,"Mon, 24 Nov 2025 15:12:39 GMT",48.97,26.03,34,3XfQkyzA,https://static.nike.com/a/images/t_default/5a87b6ef-bfab-474b-857d-77e46ec7d126/NIKE+FAUX+FUR+BOMBER.png,Extra 25% w/ BFRIDAY,75,$48.97,"$48.97 (was $75, 34% off)",36N116-023,discount,https://www.nike.com/t/little-kids-faux-fur-bomber-jacket-3XfQkyzA/36N116-023,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Little Kids' Faux Fur Bomber Jacket,Nike Sale US,Nike,
Sail,"Mon, 24 Nov 2025 15:11:43 GMT",39.97,12.03,23,sZfPof6Y,https://static.nike.com/a/images/t_default/3e0e9601-41c0-4655-9c7b-ec4dc46f1725/FLORAL+FUTURA+JOGGER+SET.png,Extra 25% w/ BFRIDAY,52,$39.97,"$39.97 (was $52, 23% off)",36N143-782,discount,https://www.nike.com/t/little-kids-floral-futura-2-piece-jogger-set-sZfPof6Y/36N143-782,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Little Kids' Floral Futura 2-Piece Jogger Set,Nike Sale US,Nike,
Plum Fog,"Mon, 24 Nov 2025 15:11:45 GMT",36.97,15.03,29,Ct9LT5R7,https://static.nike.com/a/images/t_default/49938012-b9bd-4a19-9e13-5290a218b97e/SWOOSH+ON+POINTE+SCOOTER+S.png,Extra 25% w/ BFRIDAY,52,$36.97,"$36.97 (was $52, 29% off)",36N145-P1M,discount,https://www.nike.com/t/swoosh-on-pointe-little-kids-floral-futura-2-piece-scooter-set-Ct9LT5R7/36N145-P1M,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Little Kids' Floral Futura 2-Piece Scooter Set,Nike Sale US,Nike Swoosh On Pointe,
Magic Flamingo,"Mon, 24 Nov 2025 15:10:58 GMT",33.97,4.03,10,PjmVL1mJ,https://static.nike.com/a/images/t_default/efe03de5-ca3d-4556-b4c1-37152280ca16/CLUB+CHENILLE+PO+HOODY.png,Extra 25% w/ BFRIDAY,38,$33.97,"$33.97 (was $38, 10% off)",36N165-ACG,discount,https://www.nike.com/t/club-little-kids-chenille-pullover-hoodie-PjmVL1mJ/36N165-ACG,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Little Kids' Chenille Pullover Hoodie,Nike Sale US,Nike Club,
Magic Flamingo,"Mon, 24 Nov 2025 15:11:59 GMT",26.97,11.03,29,qFqF7ZsP,https://static.nike.com/a/images/t_default/2d9bab94-acfa-44e2-aad8-f485c8c5b200/CLUB+CHENILLE+JOGGER.png,Extra 25% w/ BFRIDAY,38,$26.97,"$26.97 (was $38, 29% off)",36N167-ACG,discount,https://www.nike.com/t/club-little-kids-chenille-joggers-qFqF7ZsP/36N167-ACG,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Little Kids' Chenille Joggers,Nike Sale US,Nike Club,
Black,"Mon, 24 Nov 2025 15:11:18 GMT",39.97,12.03,23,YEIIZM97,https://static.nike.com/a/images/t_default/dd2dbe44-319d-49b9-a6c9-30148c965397/WIDE+LEG+CLUB+FLEECE+SET.png,Extra 25% w/ BFRIDAY,52,$39.97,"$39.97 (was $52, 23% off)",36N265-023,discount,https://www.nike.com/t/little-kids-2-piece-wide-leg-club-fleece-set-YEIIZM97/36N265-023,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Little Kids' 2-Piece Wide Leg Club Fleece Set,Nike Sale US,Nike,
Sweet Beet,"Mon, 24 Nov 2025 15:11:14 GMT",43.97,8.03,15,VkPPUUPR,https://static.nike.com/a/images/t_default/db904596-a6ed-40c1-9475-c644ec083e22/PROPUS+COLOR+BLOCKED+SET.png,Extra 25% w/ BFRIDAY,52,$43.97,"$43.97 (was $52, 15% off)",36N284-ADZ,discount,https://www.nike.com/t/little-kids-2-piece-propus-colorblocked-set-VkPPUUPR/36N284-ADZ,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Little Kids' 2-Piece Propus Colorblocked Set,Nike Sale US,Nike,
Black,"Mon, 24 Nov 2025 15:11:56 GMT",39.97,12.03,23,U5p6c3vQ,https://static.nike.com/a/images/t_default/69393a74-ead7-4db8-b11f-ac72af32dfd8/VARSITY+PREP+PO+LEGGING+SE.png,Extra 25% w/ BFRIDAY,52,$39.97,"$39.97 (was $52, 23% off)",36N311-023,discount,https://www.nike.com/t/varsity-prep-little-kids-pullover-hoodie-and-leggings-set-U5p6c3vQ/36N311-023,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Little Kids' Pullover Hoodie and Leggings Set,Nike Sale US,Nike Varsity Prep,
Midnight Navy,"Mon, 24 Nov 2025 15:11:56 GMT",44.97,7.03,13,U5p6c3vQ,https://static.nike.com/a/images/t_default/a02df887-fcf3-4163-944b-e9d8297ed886/VARSITY+PREP+PO+LEGGING+SE.png,Extra 25% w/ BFRIDAY,52,$44.97,"$44.97 (was $52, 13% off)",36N311-U90,discount,https://www.nike.com/t/varsity-prep-little-kids-pullover-hoodie-and-leggings-set-U5p6c3vQ/36N311-U90,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Little Kids' Pullover Hoodie and Leggings Set,Nike Sale US,Nike Varsity Prep,
Black,"Mon, 24 Nov 2025 15:11:58 GMT",43.97,14.03,24,YUvbvUZA,https://static.nike.com/a/images/t_default/3451d4dc-9120-42c5-86b3-e96007d60d8d/VARSITY+PREP+SKORT+SET.png,Extra 25% w/ BFRIDAY,58,$43.97,"$43.97 (was $58, 24% off)",36N313-023,discount,https://www.nike.com/t/varsity-prep-little-kids-2-piece-skort-set-YUvbvUZA/36N313-023,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Little Kids' 2-Piece Skort Set,Nike Sale US,Nike Varsity Prep,
Sweet Beet,"Mon, 24 Nov 2025 15:11:58 GMT",52.97,5.03,8,YUvbvUZA,https://static.nike.com/a/images/t_default/8c056010-4e3c-4278-b11f-006e7c6fc694/VARSITY+PREP+SKORT+SET.png,Extra 25% w/ BFRIDAY,58,$52.97,"$52.97 (was $58, 8% off)",36N313-ADZ,discount,https://www.nike.com/t/varsity-prep-little-kids-2-piece-skort-set-YUvbvUZA/36N313-ADZ,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Little Kids' 2-Piece Skort Set,Nike Sale US,Nike Varsity Prep,
Ghost,"Mon, 24 Nov 2025 15:12:32 GMT",41.97,10.03,19,vZkFzXGI,https://static.nike.com/a/images/t_default/80745396-f599-4c93-a734-a95e24b9e8e2/NKG+VARSITY+PREP+TRACK+SCOOTER.png,Extra 25% w/ BFRIDAY,52,$41.97,"$41.97 (was $52, 19% off)",36N314-BAD,discount,https://www.nike.com/t/varsity-prep-little-kids-track-scooter-2-piece-set-vZkFzXGI/36N314-BAD,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Little Kids' Track Scooter 2-Piece Set,Nike Sale US,Nike Varsity Prep,
Platinum Violet,"Mon, 24 Nov 2025 15:12:32 GMT",51.97,8.03,13,vZkFzXGI,https://static.nike.com/a/images/t_default/6fd84361-0239-4b98-a547-98cc7675fc8e/NKG+VARSITY+PREP+TRACK+SCOOTER.png,Extra 25% w/ BFRIDAY,60,$51.97,"$51.97 (was $60, 13% off)",36N314-PA1,discount,https://www.nike.com/t/varsity-prep-little-kids-track-scooter-2-piece-set-vZkFzXGI/36N314-PA1,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Little Kids' Track Scooter 2-Piece Set,Nike Sale US,Nike Varsity Prep,
Magic Flamingo,"Mon, 24 Nov 2025 15:11:42 GMT",14.97,5.03,25,8pZhsTkx,https://static.nike.com/a/images/t_default/d563b98c-0ea3-419b-9911-85b8f285b9ac/FLORAL+FUTURA+SS+TEE.png,Extra 25% w/ BFRIDAY,20,$14.97,"$14.97 (was $20, 25% off)",36N336-ACG,discount,https://www.nike.com/t/little-kids-floral-futura-t-shirt-8pZhsTkx/36N336-ACG,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Little Kids' Floral Futura T-Shirt,Nike Sale US,Nike,
Hemp,"Mon, 24 Nov 2025 15:11:42 GMT",15.97,4.03,20,8pZhsTkx,https://static.nike.com/a/images/t_default/577ade04-f063-4928-98fc-41eb3e4d1f41/FLORAL+FUTURA+SS+TEE.png,Extra 25% w/ BFRIDAY,20,$15.97,"$15.97 (was $20, 20% off)",36N336-X0L,discount,https://www.nike.com/t/little-kids-floral-futura-t-shirt-8pZhsTkx/36N336-X0L,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Little Kids' Floral Futura T-Shirt,Nike Sale US,Nike,
White,"Mon, 24 Nov 2025 15:12:03 GMT",16.97,3.03,15,jW8sVboe,https://static.nike.com/a/images/t_default/5574ee41-7049-462d-9224-bafc39fe6ec5/JDI+CHARM+TEE.png,,20,$16.97,"$16.97 (was $20, 15% off)",36N344-001,discount,https://www.nike.com/t/little-kids-just-do-it-charm-t-shirt-jW8sVboe/36N344-001,,,https://www.nike.com/w/sale-3yaep,"Little Kids' ""Just Do It"" Charm T-Shirt",Nike Sale US,Nike,
Black,"Mon, 24 Nov 2025 15:11:56 GMT",33.97,4.03,10,zxDiCHR3,https://static.nike.com/a/images/t_default/2ea0e540-c178-47c2-9306-ffa7bf6bb311/WILD+WARMTH+PULLOVER.png,Extra 25% w/ BFRIDAY,38,$33.97,"$33.97 (was $38, 10% off)",36N412-023,discount,https://www.nike.com/t/wild-warmth-little-kids-pullover-hoodie-zxDiCHR3/36N412-023,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Little Kids' Pullover Hoodie,Nike Sale US,Nike Wild Warmth,
Midnight Navy,"Mon, 24 Nov 2025 15:11:56 GMT",25.97,12.03,31,zxDiCHR3,https://static.nike.com/a/images/t_default/0d2596e6-3377-47f5-9b68-429c3908c787/WILD+WARMTH+PULLOVER.png,Extra 25% w/ BFRIDAY,38,$25.97,"$25.97 (was $38, 31% off)",36N412-U90,discount,https://www.nike.com/t/wild-warmth-little-kids-pullover-hoodie-zxDiCHR3/36N412-U90,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Little Kids' Pullover Hoodie,Nike Sale US,Nike Wild Warmth,
Black,"Mon, 24 Nov 2025 15:12:38 GMT",41.97,13.03,23,86t1pvUh,https://static.nike.com/a/images/t_default/d102eeed-1b85-4bcb-aa74-e4b9d3ba4249/LUREX+WAFFLE+SET.png,Extra 25% w/ BFRIDAY,55,$41.97,"$41.97 (was $55, 23% off)",36N416-023,discount,https://www.nike.com/t/little-kids-2-piece-lurex-waffle-set-86t1pvUh/36N416-023,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Little Kids' 2-Piece Lurex Waffle Set,Nike Sale US,Nike,
Soft Pearl,"Mon, 24 Nov 2025 15:12:34 GMT",40.97,14.03,25,Jxfa80V6,https://static.nike.com/a/images/t_default/f4263c04-5888-44c6-9b1f-302aa60d780a/VELOUR+FLARE+LEGGING+SET.png,Extra 25% w/ BFRIDAY,55,$40.97,"$40.97 (was $55, 25% off)",36N417-W8K,discount,https://www.nike.com/t/little-kids-2-piece-velour-flared-leggings-set-Jxfa80V6/36N417-W8K,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Little Kids' 2-Piece Velour Flared Leggings Set,Nike Sale US,Nike,
Hemp,"Mon, 24 Nov 2025 15:12:34 GMT",43.97,11.03,20,Jxfa80V6,https://static.nike.com/a/images/t_default/72eea1b6-3619-4298-b396-fced6d915297/VELOUR+FLARE+LEGGING+SET.png,Extra 25% w/ BFRIDAY,55,$43.97,"$43.97 (was $55, 20% off)",36N417-X0L,discount,https://www.nike.com/t/little-kids-2-piece-velour-flared-leggings-set-Jxfa80V6/36N417-X0L,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Little Kids' 2-Piece Velour Flared Leggings Set,Nike Sale US,Nike,
Soft Pearl,"Mon, 24 Nov 2025 15:12:38 GMT",16.97,3.03,15,JwWJMpvf,https://static.nike.com/a/images/t_default/19417c2a-c4b1-4840-b478-21fdaf0e90e5/WILD+WARMTH+BOXY+TEE.png,Extra 25% w/ BFRIDAY,20,$16.97,"$16.97 (was $20, 15% off)",36N420-W8K,discount,https://www.nike.com/t/wild-warmth-little-kids-boxy-t-shirt-JwWJMpvf/36N420-W8K,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Little Kids' Boxy T-Shirt,Nike Sale US,Nike Wild Warmth,
Hemp,"Mon, 24 Nov 2025 15:12:38 GMT",13.97,6.03,30,JwWJMpvf,https://static.nike.com/a/images/t_default/4056585e-335e-45aa-b6d2-e03475198404/WILD+WARMTH+BOXY+TEE.png,Extra 25% w/ BFRIDAY,20,$13.97,"$13.97 (was $20, 30% off)",36N420-X0L,discount,https://www.nike.com/t/wild-warmth-little-kids-boxy-t-shirt-JwWJMpvf/36N420-X0L,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Little Kids' Boxy T-Shirt,Nike Sale US,Nike Wild Warmth,
Mink Brown,"Mon, 24 Nov 2025 15:10:41 GMT",46.97,8.03,14,xHYL2a42,https://static.nike.com/a/images/t_default/622a2020-31f8-4c66-9956-cdf3fcae50c1/WILD+WARMTH+FZ+WIDE+LEG+SE.png,Extra 25% w/ BFRIDAY,55,$46.97,"$46.97 (was $55, 14% off)",36N434-J1C,discount,https://www.nike.com/t/wild-warmth-little-kids-2-piece-ribbed-set-xHYL2a42/36N434-J1C,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Little Kids' 2-Piece Ribbed Set,Nike Sale US,Nike Wild Warmth,
Soft Pearl,"Mon, 24 Nov 2025 15:12:31 GMT",15.97,4.03,20,zlMe9O5v,https://static.nike.com/a/images/t_default/fcc80df6-47b2-4403-bc12-4c65568575cc/COZY+SS+TEE.png,Extra 25% w/ BFRIDAY,20,$15.97,"$15.97 (was $20, 20% off)",36N460-W8K,discount,https://www.nike.com/t/cozy-little-kids-t-shirt-zlMe9O5v/36N460-W8K,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Little Kids' T-Shirt,Nike Sale US,Nike Cozy,
Geode Teal,"Mon, 24 Nov 2025 15:12:06 GMT",33.97,21.03,38,gS5PM2,"https://static.nike.com/a/images/t_default/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/f02ba797-9d56-4138-bf0a-27350bf77fdc/PULL-OVER+HOODY.png",Extra 25% w/ BFRIDAY,55,$33.97,"$33.97 (was $55, 38% off)",45C795-U9C,discount,https://www.nike.com/t/jordan-soft-touch-mixed-pullover-hoodie-big-kids-hoodie-gS5PM2/45C795-U9C,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Big Kids Hoodie,Nike Sale US,Jordan Soft Touch Mixed Pullover Hoodie,
Gym Red,"Mon, 24 Nov 2025 15:11:43 GMT",33.97,11.03,24,947gBF,"https://static.nike.com/a/images/t_default/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/52882b40-1639-4d55-aa88-e24a98ad42ff/JDG+JORDAN+23+JERSEY+DRESS.png",,45,$33.97,"$33.97 (was $45, 24% off)",45C918-R78,discount,https://www.nike.com/t/jordan-big-kids-23-jersey-dress-947gBF/45C918-R78,,,https://www.nike.com/w/sale-3yaep,Big Kids' 23 Jersey Dress,Nike Sale US,Jordan,
Pink Glaze,"Mon, 24 Nov 2025 15:11:56 GMT",81.97,43.03,34,CEWj41y8,"https://static.nike.com/a/images/t_default/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/c990be24-5db6-4e10-8e1b-fd9cc171395f/23+JACQUARD+FILL++JACKET.png",Extra 25% w/ BFRIDAY,125,$81.97,"$81.97 (was $125, 34% off)",45D138-AF4,discount,https://www.nike.com/t/jordan-big-kids-23-jacquard-filled-jacket-CEWj41y8/45D138-AF4,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Big Kids' 23 Jacquard Filled Jacket,Nike Sale US,Jordan,
Fire Pink,"Mon, 24 Nov 2025 15:11:48 GMT",86.97,23.03,21,l9wK6C,"https://static.nike.com/a/images/t_default/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/06e8e50d-f9df-4627-be61-6583f297c83e/JORDAN+VARSITY.png",Extra 25% w/ BFRIDAY,110,$86.97,"$86.97 (was $110, 21% off)",45D197-A2B,discount,https://www.nike.com/t/jordan-big-kids-varsity-jacket-l9wK6C/45D197-A2B,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Big Kids' Varsity Jacket,Nike Sale US,Jordan,
Light Orewood Brown,"Mon, 24 Nov 2025 15:12:50 GMT",48.97,16.03,24,h3st5W,"https://static.nike.com/a/images/t_default/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/5e482d98-3a6f-4689-890e-29fbbbaf2fdb/FLIGHT+ESS+OVERSIZED+CREW.png",Extra 25% w/ BFRIDAY,65,$48.97,"$48.97 (was $65, 24% off)",45D245-C75,discount,https://www.nike.com/t/jordan-flight-essentials-big-kids-oversized-crew-h3st5W/45D245-C75,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Big Kids' Oversized Crew,Nike Sale US,Jordan Flight Essentials,
Pink Oxford,"Mon, 24 Nov 2025 15:12:21 GMT",39.97,20.03,33,cLvBGW,"https://static.nike.com/a/images/t_default/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/5cbd7457-1a4f-4422-bdc9-86769eddfc3b/FLIGHT+ESS+OPEN+HEM+PANT.png",Extra 25% w/ BFRIDAY,60,$39.97,"$39.97 (was $60, 33% off)",45D250-A9I,discount,https://www.nike.com/t/jordan-flight-essentials-big-kids-open-hem-pants-cLvBGW/45D250-A9I,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Big Kids' Open Hem Pants,Nike Sale US,Jordan Flight Essentials,
Light Orewood Brown,"Mon, 24 Nov 2025 15:12:21 GMT",36.97,23.03,38,cLvBGW,"https://static.nike.com/a/images/t_default/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/b1cc4f46-4a94-4aee-9cdb-4e58c1ebfedc/FLIGHT+ESS+OPEN+HEM+PANT.png",Extra 25% w/ BFRIDAY,60,$36.97,"$36.97 (was $60, 38% off)",45D250-C75,discount,https://www.nike.com/t/jordan-flight-essentials-big-kids-open-hem-pants-cLvBGW/45D250-C75,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Big Kids' Open Hem Pants,Nike Sale US,Jordan Flight Essentials,
Archaeo Brown,"Mon, 24 Nov 2025 15:12:21 GMT",42.97,17.03,28,cLvBGW,"https://static.nike.com/a/images/t_default/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/fb7c20e5-3b39-4d37-b445-fe2f87331919/FLIGHT+ESS+OPEN+HEM+PANT.png",Extra 25% w/ BFRIDAY,60,$42.97,"$42.97 (was $60, 28% off)",45D250-X1I,discount,https://www.nike.com/t/jordan-flight-essentials-big-kids-open-hem-pants-cLvBGW/45D250-X1I,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Big Kids' Open Hem Pants,Nike Sale US,Jordan Flight Essentials,
Black,"Mon, 24 Nov 2025 15:11:52 GMT",18.97,6.03,24,1xqpghBe,"https://static.nike.com/a/images/t_default/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/cae30b5d-696e-4994-ac8b-554f0cbf86ba/MJ+BRKLYN+ESSENTIALS+SS+TE.png",Extra 25% w/ BFRIDAY,25,$18.97,"$18.97 (was $25, 24% off)",45D311-023,discount,https://www.nike.com/t/jordan-brooklyn-essentials-big-kids-t-shirt-1xqpghBe/45D311-023,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Big Kids' T-Shirt,Nike Sale US,Jordan Brooklyn Essentials,
Light Madder Root,"Mon, 24 Nov 2025 15:12:34 GMT",18.97,6.03,24,eKb7yOqP,"https://static.nike.com/a/images/t_default/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/98784598-1842-4bae-98c3-e4c90b68ac66/MJ+BRKLYN+ESSENTIALS+SS+TE.png",Extra 25% w/ BFRIDAY,25,$18.97,"$18.97 (was $25, 24% off)",45D311-R1O,discount,https://www.nike.com/t/jordan-brooklyn-essentials-big-kids-t-shirt-eKb7yOqP/45D311-R1O,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Big Kids' T-Shirt,Nike Sale US,Jordan Brooklyn Essentials,
Cobalt Bliss,"Mon, 24 Nov 2025 15:12:34 GMT",18.97,6.03,24,eKb7yOqP,"https://static.nike.com/a/images/t_default/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/421314da-1e49-4ecc-9bde-ee3d750bf9fe/MJ+BRKLYN+ESSENTIALS+SS+TE.png",Extra 25% w/ BFRIDAY,25,$18.97,"$18.97 (was $25, 24% off)",45D311-U8K,discount,https://www.nike.com/t/jordan-brooklyn-essentials-big-kids-t-shirt-eKb7yOqP/45D311-U8K,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Big Kids' T-Shirt,Nike Sale US,Jordan Brooklyn Essentials,
Rust Pink,"Mon, 24 Nov 2025 15:12:44 GMT",26.97,13.03,32,r4h753,"https://static.nike.com/a/images/t_default/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/4bfd4b76-599f-41f7-af28-d5bba8c5b2c2/WJ+PSG+BROOKLYN+FLC+GFX+SH.png",Extra 25% w/ BFRIDAY,40,$26.97,"$26.97 (was $40, 32% off)",45D318-AID,discount,https://www.nike.com/t/jordan-paris-saint-germain-big-kids-brooklyn-fleece-graphic-shorts-r4h753/45D318-AID,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Big Kids' Brooklyn Fleece Graphic Shorts,Nike Sale US,Jordan Paris Saint-Germain,
Legend Light Brown,"Mon, 24 Nov 2025 15:12:56 GMT",33.97,11.03,24,Mg40d5,"https://static.nike.com/a/images/t_default/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/c5b06286-0ecc-45db-adf1-d9ec8c07a426/WJ+BRKLYN+FLC+AOP+PANT.png",Extra 25% w/ BFRIDAY,45,$33.97,"$33.97 (was $45, 24% off)",45D373-XAE,discount,https://www.nike.com/t/jordan-big-kids-brooklyn-fleece-printed-pants-Mg40d5/45D373-XAE,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Big Kids' Brooklyn Fleece Printed Pants,Nike Sale US,Jordan,
Black,"Mon, 24 Nov 2025 15:11:44 GMT",18.97,9.03,32,GRVQGvRT,"https://static.nike.com/a/images/t_default/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/c6ce73a5-b8e8-4a12-a40b-4e8315bf4fc4/JDG%C2%A0SPORT%C2%A0INDY%C2%A0BRA.png",Extra 25% w/ BFRIDAY,28,$18.97,"$18.97 (was $28, 32% off)",45D656-023,discount,https://www.nike.com/t/jordan-dri-fit-sport-big-kids-indy-bra-GRVQGvRT/45D656-023,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Big Kids' Indy Bra,Nike Sale US,Jordan Dri-FIT Sport,
Black,"Mon, 24 Nov 2025 15:11:55 GMT",18.97,11.03,36,8syK3H8m,"https://static.nike.com/a/images/t_default/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/a1e14dae-08e3-4007-932e-592acda2a2ae/SPORT+BIKE+SHORT.png",Extra 25% w/ BFRIDAY,30,$18.97,"$18.97 (was $30, 36% off)",45D657-023,discount,https://www.nike.com/t/jordan-dri-fit-sport-big-kids-bike-shorts-8syK3H8m/45D657-023,⭐ Extra 25% w/ BFRIDAY,Extra 25% w/ BFRIDAY,https://www.nike.com/w/sale-3yaep,Big Kids' Bike Shorts,Nike Sale US,Jordan Dri-FIT Sport,
